,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
0,0.15126993724835522,7.465279678272927E-4,0.010272281276829777,0.0010220475136379914,7.644314429476741E-4,0.397035574278842,0.1325386262837737,8.857973401836574E-4,0.14192552480862236,0.16353925183898027
1,1.2027237923255018E-4,2.0045202307100948E-4,2.2713606157754551E-4,0.020523223884800997,2.0525932830610578E-4,3.02823446726876E-4,0.9442527819195672,2.3784757775051148E-4,1.4228061439440831E-4,0.03378792276457286
2,4.700767204665737E-4,0.020568722547441968,0.8318690418263872,0.0010726012259500543,8.022426471562876E-4,0.0011835656168613384,5.975246314738994E-4,9.296116866840846E-4,5.560944668033279E-4,0.14195051863077515
3,0.00578466504456769,0.4532625902019903,0.0833294445931317,0.0061210058323814855,0.011492345626918836,6.606891311168037E-4,3.33549761808964E-4,5.189271543558953E-4,3.104226456539559E-4,0.43818636000807426
4,6.878141170214196E-4,0.001146345753975322,0.01577380424152879,0.07394371378854367,0.0011738377885274693,0.001731787821550462,8.742953201082709E-4,0.0013602035872245938,0.7100817027653847,0.1932264948161352
5,7.532316420797749E-4,0.6353174306880622,0.0014224884360754812,0.001718692178411308,0.001285480688905812,0.0018964969637568353,9.574489434436939E-4,0.0014895716098482974,8.910629481204707E-4,0.35426809590129604
6,3.829450143470127E-4,0.5889431791735629,0.14578468994671517,8.737877754345729E-4,6.535418765688388E-4,9.641842116319507E-4,4.867696454854263E-4,7.573022555574549E-4,4.5301882500568873E-4,0.260700581275691
7,0.044580473348193726,0.05743225462925944,0.8545369587021023,6.858589616625678E-4,5.129821742397136E-4,7.56813497319118E-4,3.820782723304293E-4,0.03854861763729293,3.5558636738476917E-4,0.002208376410214915
8,7.908397531130693E-4,0.2842491164966807,0.6339276527296351,0.001804504779298966,0.0013496634685166628,0.001991187181749189,0.0010052534223876722,0.001563944447320365,9.355528399657472E-4,0.07238228488133244
9,0.05342000376781975,0.005737798778652753,4.7711393227339605E-4,0.027160144965595115,4.3116044446551944E-4,6.36100161502168E-4,0.005637872377296821,4.996141621637918E-4,0.9041440556566118,0.0018561357536187797
10,9.243183815456693E-5,0.5370299276682021,0.035188202905699,0.006046514417038687,1.577460854667322E-4,2.3272615039190517E-4,1.1749209783233682E-4,1.827908365359848E-4,0.007890155425547428,0.41306201257513153
11,0.5285152036082749,1.101338719798085E-4,1.2479481895235194E-4,0.009885369855556606,1.1277513811031996E-4,1.6637955658091612E-4,8.399693419148205E-5,0.0015213356073776301,0.2045045440234732,0.25497546658550296
12,5.651147771672467E-4,0.6788248406315152,0.0010672271193443077,0.0012894550536143433,9.644365590616928E-4,0.001422853740069374,0.29803543121458265,0.0011175565142879705,6.685232154861575E-4,0.016044561174871023
13,0.8024982943962391,1.4344821011132164E-4,0.054501972244305905,1.963903467766857E-4,1.468884314713678E-4,2.167076228376265E-4,1.0940512349203184E-4,1.7020935376410647E-4,1.0181937381189152E-4,0.14191486489719016
