,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
0,0.11796293307840201,0.012701919974937066,0.011105212214014979,5.113979142212001E-4,0.001060155038505131,5.047477332800139E-4,0.6047504608434198,0.24684291339803704,0.0012867250204950404,0.003273534784687784
1,0.12420748711122032,0.004025389546135068,9.734881250016778E-4,9.774713065057183E-4,0.002026349935674556,9.647603413799024E-4,0.36604754253325683,0.06675454515416877,0.002459409301291876,0.4315635566453654
2,0.0023997077600613126,0.0035892389535980744,8.680107748766767E-4,0.45232951812287603,0.0018067951037750395,8.60228645819396E-4,0.0013365963359747745,0.2039882420741421,0.11054284190489629,0.22227882032398033
3,0.00836843581999539,0.001468192280172386,3.5506321402837887E-4,3.565160116440463E-4,0.05983368417154244,3.5187990359602356E-4,0.5767191635255025,0.0021871056133751566,0.2446622837729826,0.10569767568716118
4,9.399503780378286E-4,0.0014058822359337675,3.399943399630441E-4,0.523767748626859,7.077102341773711E-4,3.3694612914709734E-4,5.235363456304223E-4,0.33454075879497913,8.589578245654118E-4,0.13657851509070706
5,4.8609420442713474E-4,7.27050302826691E-4,1.758276628805328E-4,1.7654708972991858E-4,3.659914941100705E-4,1.742512843331919E-4,2.7074618976074036E-4,0.9960491783564314,4.4420900307546066E-4,0.0011301044124249298
6,5.669798858218976E-4,0.5299121189893325,2.0508524338779517E-4,2.0592438228146429E-4,0.11989297659288764,2.0324655672861815E-4,3.157981361620391E-4,0.16339581983403967,5.181250209341612E-4,0.18478392535842408
7,0.08968780474635661,0.13109775531189505,1.6496576489924671E-4,0.5595800070485067,3.4338206959793813E-4,1.6348676842865408E-4,2.540206219870207E-4,0.0010161501844486534,0.027872687446242626,0.1898197400376375
8,0.01876921164274151,0.03845367434103324,0.002009137749256939,4.7346372278082985E-5,0.8643522413171881,4.6730683528085804E-5,7.260867292060587E-5,0.021872281482303236,0.005024088686319106,0.04935267905243087
9,0.6799795566214653,0.008479211467636139,3.399943399630441E-4,3.4138548088365563E-4,0.05022101485609396,3.3694612914709734E-4,0.04296351173584464,0.08697423568539615,0.007932287056267782,0.12243185662730233
10,0.001141871141060309,0.001707894789396534,4.1303214935461556E-4,4.147221360895648E-4,8.597410156131142E-4,0.026187808632034057,6.360027702946416E-4,0.036915486592145726,0.001043479713585172,0.9306799610604263
11,0.04175435486865665,0.13509829539743556,1.2440490735738356E-4,1.2491392982337096E-4,2.589532111866272E-4,1.2328955824832236E-4,1.9156345539003746E-4,0.1379383354350106,0.04172471946027759,0.6426611697766139
12,0.003291214832058217,0.8470041033750447,0.001190482434655907,0.0011953534828924722,0.0024780312598908466,0.0011798091939369375,0.0018331505855206512,0.032100192016711826,0.10207602581133268,0.00765163700795553
13,0.0016954975646967674,0.015294937615682718,0.013372271936638336,6.157966047839371E-4,0.09058947192814536,6.077888309332796E-4,9.443632555365622E-4,0.02929567408328166,0.09086229475705308,0.7567219034232484
14,0.7430305238563543,0.0038873247395279364,1.5587161778927446E-4,1.5650939130601053E-4,3.2445228099751175E-4,0.013125646211491399,2.4001710491347805E-4,0.09500112979618025,3.9379227825474825E-4,0.14368473272318505
15,4.576359385042156E-4,0.07989209452004957,0.819792098628322,1.6621118368188707E-4,3.445646118924855E-4,1.6404978564877896E-4,2.5489542051548955E-4,0.052676786045697685,4.182028959881024E-4,0.04583346096969981
16,0.05583860952438852,0.8085157850231762,0.03033495892938861,2.420739099866671E-4,5.018320728856111E-4,2.3892599862882877E-4,0.015418171469407766,0.08675101103454558,6.090806163401366E-4,0.0015495514212519326
17,0.0015208563218987346,0.00227474230163983,5.501168502341652E-4,5.523677408271142E-4,0.0011450876651254156,5.451847912678289E-4,8.47091058847092E-4,0.9876389555386759,0.0013898089391290358,0.0035357887923548477
18,7.326573203918831E-4,0.001095834350230273,0.07193926898370441,2.660976339698301E-4,5.516345286957662E-4,2.6263731986859686E-4,0.7777980817075132,0.13395412214953198,6.695265545713825E-4,0.01273013945152266
19,0.004917551561927128,0.039929300470025735,2.0864611981084448E-4,2.0949982859678264E-4,4.343042720287129E-4,2.0677550820248107E-4,3.212813104700803E-4,0.8824528438170294,5.27121178535553E-4,0.07079267593337332
20,5.482658364789134E-4,8.20040310728032E-4,1.9831608726735616E-4,0.057960588154353156,4.12801944221707E-4,1.9653808930935988E-4,0.045689379506527905,0.11674450155103017,0.017004297966442667,0.7604252705536407
21,0.14909635939223692,0.0024424628819473314,5.906778919362058E-4,0.41840597010067965,0.0012295169068726442,0.012873996165021866,9.095485090209911E-4,0.040504278373972684,0.0014922818924913734,0.3724549078858202
22,0.17065585883140355,0.0033474422443791883,8.095353845097809E-4,0.4723827226823928,0.0016850765121812286,8.022775151134183E-4,0.0012465536835431937,0.1228790156795267,0.0525705447119543,0.1736209727549956
23,1.9882002063023672E-4,0.004785865330313807,0.0015680797411178012,0.003064537515170048,0.013615167817707954,0.06889479326028007,0.0016069028813664181,0.10367826966746989,0.0016778518451839477,0.8009097119207599
24,0.011805456704742078,0.06480898417599651,1.811281442683851E-4,0.007718341764139397,0.07574174968602962,1.7950424438672454E-4,2.7890807462088214E-4,0.07648043168008016,0.7616413231099821,0.001164172415754179
25,0.11148539993246659,8.166708748294417E-4,0.012524099771552482,1.9830934071241743E-4,4.111057962742559E-4,1.957305406012099E-4,3.0411998563096475E-4,0.042305222785668964,0.6743530183042327,0.15740632266803103
26,0.06870298979021928,0.3215975572770699,1.9274934540478359E-4,1.9353801000973798E-4,0.4294719308540924,1.910212559327842E-4,2.96802846561637E-4,0.1014374578393016,4.869597488984555E-4,0.07742899303250932
27,0.8825287871363118,9.630871322119431E-4,2.329101011976417E-4,0.005079384422245874,4.8481060678473304E-4,2.3082195146641068E-4,3.58643921115508E-4,0.09349957657721235,0.015124985421472318,0.001496992729981478
28,8.035412880742582E-4,0.013295498228812713,2.9065309856268464E-4,2.918423519460117E-4,0.012698647541056363,2.88047255421815E-4,4.4755880666780165E-4,0.007837175923398788,0.9198511588639424,0.04419587664211705
29,0.001448007546689375,2.5404430976228335E-4,6.143731331922441E-5,0.8474801670365734,1.2788393889469717E-4,6.0886498611595086E-5,9.460353517648023E-5,0.07067710648505256,1.55214527987615E-4,0.07964064880793267
30,0.0579535531496134,0.0043062533920412574,0.60008040095554,1.733760728412067E-4,3.59417807674778E-4,1.7112150311535598E-4,2.6588323369842803E-4,0.036986222438650594,0.28422491773093067,0.01547885371589412
31,0.4575165671723272,0.024779946271798498,9.936114353506723E-4,9.976769545797695E-4,0.0020682373173323177,9.847032366894432E-4,0.0015300010579488831,0.23350522351608527,0.0025102486031529183,0.2751137844347351
32,0.04414427550709445,3.9642533873514757E-4,9.587031398711863E-5,9.626258262569024E-5,1.995574466617787E-4,9.501079106666205E-5,1.4762479235599292E-4,0.0285136860624135,0.9137280326932438,0.012583254471815946
33,0.02216888567409041,0.03425438244972512,0.006057904262667293,0.5249006276880267,0.02113437255637273,4.771362403769021E-5,0.01910503941424994,0.04236487645155354,0.01714928414072743,0.312816913738549
34,0.03186380612029282,0.07024086875175466,6.346527901182614E-5,6.372495729553221E-5,1.3210522115301608E-4,0.6562758032410256,9.772627465468442E-5,0.13638676497912136,0.0028010337600441913,0.1020747014156462
35,4.295307240331778E-4,6.424483981448126E-4,1.5536779219810194E-4,1.5600350423229447E-4,0.00678802614564344,0.8567164687391792,2.392412949136227E-4,0.1270171695481417,3.9251941902479465E-4,0.007463224434488877
36,0.2986824286893444,0.09084925680064698,1.6668191690388066E-4,1.6736392247890337E-4,0.028088500241922998,1.6518753431508706E-4,0.0037243564614298365,0.0010267212758330736,4.2110329470105976E-4,0.5767083998624238
