,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
0,0.865817300625726,0.07371868265589919,1.3292853041601865E-4,0.001211912458956453,0.0012300065111132538,5.711693203664851E-4,0.049066178100312906,2.4920021314974784E-4,0.001330500018602462,0.006672121565457581
1,2.0013909732073993E-4,0.4049085611430903,0.0020472269198214496,0.4732285449579157,0.09056272358505932,1.8781290274944728E-4,1.0589016511671909E-4,8.194245336462475E-5,0.02848673712728182,1.9042164827979313E-4
2,9.071179354431752E-4,0.4821811319039342,1.981119048806922E-4,0.20158414298757846,0.16528784567461932,8.512502298271014E-4,4.799405476006472E-4,3.7139904254761665E-4,0.0019829294155603357,0.1461561303580085
3,5.119553142614051E-4,0.4207560741608776,1.1180954378613309E-4,0.03176932119282977,0.09328444259521668,4.804249391379463E-4,0.43077018104689346,2.096085923501851E-4,0.021619084510916493,4.8709810373044913E-4
4,0.0012467680823005233,0.1260433329733529,2.7229050388947703E-4,0.5266813585596648,0.08988602254729648,0.0011699819561840192,6.59643617186319E-4,5.104611583047564E-4,0.2523439074448187,0.001186233157001953
5,1.7279023060704494E-4,1.710312116930743E-4,3.773688116265908E-5,0.27364263963827495,0.0020789226256391936,1.6214840184398371E-4,0.0018211582703139798,7.074507481509107E-5,0.7043810477845747,0.017461779881075355
6,2.0506941842301425E-4,2.029817946932712E-4,4.478656140418034E-5,0.07020599237649494,4.144163932687018E-4,0.23011418352120253,1.084987134842657E-4,0.5112492668010246,0.08256318343057492,0.10489162098942965
7,0.00168961530822856,0.0016724148839102006,3.6900704324096856E-4,0.5615296282162917,0.003414474412773212,0.0015855550455479326,8.939464920506466E-4,6.91774997749665E-4,0.20666267247241502,0.22149091112779196
8,0.9730789769716854,0.0013162137070380374,2.9041366049778564E-4,0.015959341236861584,0.002687238715500494,0.0012478538096564592,7.035482866814819E-4,5.444365169098834E-4,0.002906790434569869,0.001265186660599129
9,0.02056254764962648,0.14785098421832382,2.1363149098875672E-4,0.17820699868267045,0.011768946624158892,0.6178255392098829,5.175378775527545E-4,4.0049350521881077E-4,0.02172263548310957,9.306852584675125E-4
10,0.007980677358177106,3.7578329640350095E-4,8.291404509686606E-5,0.06536467755249631,0.4150233074561408,3.562663232535533E-4,0.47906570568634566,1.5543839720924888E-4,8.298981279529126E-4,0.03076533175692413
11,3.725683880925744E-4,3.6877561092513845E-4,8.136784664861543E-5,7.418325231107193E-4,0.11637180447184685,0.7164408510884072,1.9711954665793492E-4,0.13814928690718464,0.026921914719663327,3.5447889746318843E-4
12,2.971950693553008E-4,0.7767973337381918,6.490653421196341E-5,5.917543602790227E-4,0.15828130850485098,2.788913780748733E-4,1.572408159484909E-4,1.2167983885635085E-4,0.0036247663732162567,0.05978492338701489
13,0.492734582841518,0.005463726093359524,0.2934623742636537,0.17998455988756282,0.0010037250420555954,4.66092614084487E-4,2.627861192845272E-4,0.025063855447566008,0.0010857309900888512,4.7256670082677124E-4
14,2.7893792027764233E-4,0.008653125704778223,6.091922623342739E-5,5.554019820366619E-4,0.3328524475884889,0.003054101118075038,0.06995614290238779,1.142048596699028E-4,0.5339471598093215,0.050527558888730915
15,0.15820843814576058,0.44993109510375934,2.447932828884996E-4,0.3837301818550207,0.0022651069028395672,0.0010518314810230999,5.93029592589197E-4,4.589123048492641E-4,0.002450169774822532,0.0010664415564472396
16,0.09090137714688225,0.5472172936833437,7.901040263662099E-5,7.203396520130934E-4,7.310944413857183E-4,0.3117957276226378,1.9140846649475215E-4,1.481202652017032E-4,0.03338508313337803,0.014830545186026523
17,0.0011208633702144285,0.0011094528879131006,2.447932828884996E-4,0.002231785971551477,0.13691159956759344,0.0010518314810230999,5.93029592589197E-4,4.589123048492641E-4,0.8552112899849302,0.0010664415564472396
18,0.007018453151531043,0.29696498206093674,2.510179758678887E-5,0.3879763717345502,0.004834614914959954,0.11401588237998721,0.025373705291313556,4.705816945009876E-5,0.1636344745575106,1.093559421737561E-4
19,3.1401096653377916E-4,3.108143087864829E-4,6.85790769896328E-5,0.19551885937889665,0.03521247265000577,0.00343811713740488,0.006453028862779367,1.2856472985854983E-4,0.32760475173700554,0.43095080115173945
20,0.8131894049215018,5.429152366191592E-4,1.1979057835631167E-4,0.14934419060984205,0.0011084391807172952,5.147179692121056E-4,2.902014182759474E-4,2.2457058365347822E-4,0.034143902033390655,5.218674684313476E-4
21,0.7491939277251454,0.003440092390687506,3.5757638193885315E-5,0.1707836417381702,0.052779374651954265,0.019821833021992707,8.662548808469756E-5,6.703460146411114E-5,0.0036359346490895715,1.5577809521731702E-4
22,8.958110009655348E-5,8.866915704948106E-5,1.956425034498494E-5,1.7836771887138177E-4,1.810307782239751E-4,0.02160636767945727,0.9775186894389284,3.667696724568438E-5,1.9582128356102624E-4,8.523162622126581E-5
23,0.570765358532387,5.812111231297495E-4,1.282403069407192E-4,0.359734822978006,0.030577253023759583,5.510248908167676E-4,3.1067150242520457E-4,2.4041123244198035E-4,0.036552327712216594,5.586786978767928E-4
24,3.6046861859613435E-4,0.24934437401776055,7.872529236774795E-5,7.177402951561246E-4,7.284562757037419E-4,3.38268027161766E-4,1.9071776606131833E-4,0.007364616930327847,0.7369251505833139,0.00395148219355103
25,0.14179924939676963,0.0017309705091472266,3.8192694627562816E-4,0.23106406060022547,0.0035340241046704166,0.0016410694803529545,9.252459000349171E-4,7.159958522196191E-4,0.5990372835335184,0.019170173676785775
26,0.3653715492779055,5.228202641096085E-4,1.1535675845845194E-4,0.6196991330334166,0.006354997227936595,0.005783251475248567,2.7946016599722664E-4,2.1625853160448414E-4,0.0011546217263859449,5.025515389373426E-4
27,0.03199985556122961,7.717390359659128E-4,1.702790034668861E-4,0.14204324468299875,0.0015756157260947725,0.8202613655107435,4.125133127057957E-4,3.1922089130206156E-4,0.0017043460615359315,7.418202139567047E-4
