,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99
0,2.3394660548689168E-4,1.728114874989043E-4,7.528854803131876E-5,2.57171578012194E-4,0.0115996398884132,5.896971688994978E-5,1.9579549617139998E-5,9.541849168160815E-5,2.279174244552708E-4,3.467979868446631E-4,1.3960953447233763E-4,7.675429537548475E-5,6.679815632632082E-5,8.462076214426072E-5,4.107491646827976E-4,2.021613951699739E-4,1.3710185307762168E-5,1.1173329150836653E-4,6.791381105928847E-5,3.194917580634864E-5,0.0013134903988514307,2.0448238116493352E-4,2.627520321021877E-4,2.5887081954948645E-4,5.620971941042963E-5,3.7160959632573484E-4,4.4781729885664674E-5,2.8500859832678434E-4,1.2126089999094345E-4,4.928560017430509E-5,2.655761110411461E-4,5.937447452269731E-5,1.929069831617632E-4,2.80688242251979E-5,9.116604130095383E-5,1.33603300862384E-4,5.209345377601128E-4,1.5561918620709604E-4,2.0466959244594274E-4,6.29342526468225E-5,4.3329230065239664E-5,3.444763300419529E-5,1.1094116683808864E-4,5.3927740984149426E-5,1.2648341048136555E-4,0.22931406229850898,3.31307368480697E-4,0.0017331001200433802,5.2488199903490974E-5,4.389589427895137E-5,0.011700836843903533,1.7260773317695992E-4,5.291168518115917E-4,3.9599472923738347E-4,4.3775747408731314E-5,3.163396485581652E-4,5.807760823299426E-5,6.43365657928709E-5,0.02167713888397147,4.3876958894267006E-5,4.096095238331676E-5,1.6589069191981926E-4,1.8688642294916442E-4,7.360881135350514E-5,2.781918481166648E-4,9.440747719338358E-5,2.845229412492326E-4,7.797835751778307E-4,3.220804265739708E-4,1.5590072231040498E-4,2.969309683226764E-4,2.3541486420758328E-5,0.14310535509694172,0.010616486978002545,1.0479925826532816E-4,1.2254255350937967E-4,0.052861815575570126,3.416214986046454E-6,6.387882852400116E-4,9.202280245298586E-5,2.339138511220013E-4,4.843582513779987E-4,4.6495534002173193E-4,0.1350231712672869,6.0776766279548524E-5,0.35354852239052087,1.7506084201004645E-4,1.119345674728634E-4,2.604407638930054E-5,1.9612003835944272E-5,2.3894053689408405E-4,2.365728498819549E-4,5.58995719489333E-4,7.938533074748321E-5,9.950513887595993E-5,4.193899531537983E-5,0.011314337815713815,5.747358822454389E-4,3.8167255035829637E-4,2.554019729054423E-4
1,4.3904376449624725E-4,3.243124894324073E-4,1.4129278551544886E-4,4.8262969021040336E-4,0.002286995862341745,1.1066750227368505E-4,3.67446202228904E-5,1.7907032120965914E-4,4.277288991600177E-4,6.508301043612801E-4,2.620029277481358E-4,1.4404352955998712E-4,1.2535900640182595E-4,1.5880639896029373E-4,0.17610757196349053,3.793929806611877E-4,2.572968031287941E-5,2.0968803894929125E-4,1.2745273737441585E-4,5.995849518473858E-5,0.041428722756950434,3.8374873708026184E-4,4.931024370415456E-4,4.8581862898456767E-4,1.0548786018874539E-4,0.03966111047470769,8.40411393391983E-5,5.348709705052827E-4,2.275683458087611E-4,9.249347897546751E-5,4.984023397523132E-4,1.1142710429663478E-4,3.6202537715256675E-4,5.267630289897429E-5,1.7108981719862496E-4,2.5073112746246904E-4,9.776293186144454E-4,2.920479790591968E-4,3.8410007342643107E-4,1.1810768162381846E-4,8.131525670558492E-5,6.464730890482824E-5,2.082014715487284E-4,1.0120530863520545E-4,2.37369345746606E-4,0.0017490614162201704,6.217591144799097E-4,0.003252480622102372,9.850374545635995E-5,8.237870615840134E-5,0.11936806101907824,0.13669693900864677,9.92984933439355E-4,7.431568253927691E-4,8.215322849402544E-5,0.05903924468309214,1.089932965621968E-4,1.2073937974725271E-4,0.001717414830559024,8.234317043196194E-5,7.687074875181538E-5,3.113243456718827E-4,0.15620559400649725,1.3814045119174765E-4,5.220780869853327E-4,1.7717296687127685E-4,5.339595458187017E-4,0.001463407069428926,6.044430636610222E-4,2.9257633325515157E-4,5.572454870913198E-4,4.417992215999965E-5,0.03478117610884219,4.4192889091128497E-4,1.9667505228154384E-4,2.2997360398441615E-4,0.0017956117989773176,6.411154736273228E-6,0.001198803517085404,1.7269768682630956E-4,0.039402699123948635,9.089872007641996E-4,8.725740746736837E-4,1.3161561744668392E-4,1.1405876227931284E-4,0.0011155378112764403,3.2853381621850505E-4,0.05865564101380582,4.887649178319464E-5,3.680552652400111E-5,4.484157938107424E-4,4.4397239435730473E-4,0.0010490581152528685,1.489811505690242E-4,1.8673966509538082E-4,7.870622591053814E-5,0.060197149376835096,0.00107859742100959,0.039679995455796487,4.7930870127738123E-4
2,3.930944965449602E-4,2.9037072170458886E-4,1.2650542127926097E-4,4.321188237545968E-4,0.002047644357594149,9.90853067690802E-5,3.2899016351651944E-5,1.603292506450275E-4,3.829638178917226E-4,5.827157857571351E-4,2.3458232938265394E-4,1.2896827904596331E-4,1.1223923329247833E-4,1.4218610192321348E-4,6.901713139252804E-4,0.12244022331328829,2.3036873648482382E-5,1.877425914403943E-4,1.1411383940040278E-4,5.368338280645298E-5,0.0022070243164185274,3.435865141494777E-4,4.4149551800682973E-4,4.349740158409282E-4,9.444775360852313E-5,6.244060984553398E-4,7.524559515271143E-5,4.7889265688246777E-4,2.0375158824520548E-4,8.28133331839269E-5,4.462407456043949E-4,9.976541066516572E-5,3.241366689982997E-4,4.7163327309023E-5,1.531839670535569E-4,2.244902086950194E-4,8.753129776237209E-4,2.6148293764511336E-4,3.4390108047585246E-4,1.0574681478343647E-4,7.280499686126238E-5,5.788147652225042E-5,1.864116046204929E-4,9.061340363478377E-5,2.1252683902373525E-4,0.00156600884110987,5.566872959900777E-4,0.0029120837967817194,8.819457958226325E-5,7.375714824356371E-5,0.03710355063959426,2.9002835852972295E-4,8.890615106103175E-4,0.12276591650601609,7.355526853104423E-5,0.140075007924849,0.01754052013263299,1.081030856897701E-4,0.001537674311243334,7.372533160107004E-5,6.88256404559124E-5,2.787418859358927E-4,3.1402047568673336E-4,1.2368300270935252E-4,4.6743864588563006E-4,1.58630468863513E-4,4.780766197187894E-4,0.0013102503935058533,5.411835015412313E-4,2.619559955574482E-4,4.989255101970268E-4,3.955615741133943E-5,0.13579866447128094,3.956776725453962E-4,1.7609151276359378E-4,2.059051178658906E-4,0.0016076873723945397,5.7401786498865145E-6,0.0010733396146639556,1.5462356090026558E-4,3.930394602235336E-4,0.08802852384537876,7.812525636837008E-4,1.178410424232332E-4,1.0212164563177849E-4,9.98788298027012E-4,2.9415025454828335E-4,1.8808079029464068E-4,4.3761195316015026E-5,3.295354834528816E-5,0.2969313604964587,3.9750730781927995E-4,9.392662076294127E-4,1.3338914047626805E-4,1.6719593938401245E-4,7.04690209750635E-5,0.001568258583230854,9.657140004549166E-4,6.413146226929633E-4,4.2914540156249357E-4
3,0.007445841989391914,1.212183830732373E-4,5.281104970724871E-5,1.8039265392718015E-4,0.044545253941432585,4.136422777873263E-5,1.3734048472367797E-5,6.693117132624079E-5,1.5987236766803372E-4,2.4326097660973161E-4,9.792891824075904E-5,5.3839196190015484E-5,4.68554759833387E-5,5.93571186152618E-5,2.8811944340128014E-4,1.4180583592563186E-4,9.61699085341142E-6,7.83751654946014E-5,4.763805047971991E-5,2.24107059537505E-5,9.21346055377259E-4,1.4343388839781727E-4,1.8430705586534852E-4,0.07299898919341723,3.942823129727324E-5,2.606650463638282E-4,3.1412083574578095E-5,1.9991889399922916E-4,8.505829351767429E-5,3.457131726825281E-5,1.8628800219945086E-4,4.164814447019979E-5,1.353143411982575E-4,1.9688838610147228E-5,6.394829578536937E-5,9.371585383690494E-5,0.27707154633714254,1.0915886669465084E-4,1.435652074964805E-4,4.414514599799853E-5,3.039322954933742E-5,2.4163245360036107E-5,7.781953072105016E-5,3.782754063113074E-5,8.872161640433134E-5,0.015217228167641702,2.323951034084696E-4,0.008497421184983587,3.6817776496289736E-5,3.0790715392007665E-5,9.257956430514368E-4,1.2107545988099039E-4,3.7114829668837565E-4,0.08765865549529521,3.070643853315893E-5,2.2189601660838697E-4,4.073845937359422E-5,4.5128796648696215E-5,6.419186914161433E-4,3.077743319215204E-5,2.8732004387596086E-5,1.1636380041893073E-4,1.3109122741844633E-4,5.163280069718409E-5,1.9513729382759657E-4,0.17482799305776206,1.9957823050213803E-4,5.469781291635728E-4,2.2592287754645256E-4,1.0935634981173856E-4,2.0828182423158467E-4,1.651314365940511E-5,0.15863498055448855,1.651799031340728E-4,7.351129729890339E-5,8.59573076365473E-5,6.711463973533522E-4,2.3962993596808126E-6,4.4807717463464953E-4,6.45492697312128E-5,1.640785530048906E-4,3.397524372365228E-4,3.261422914322114E-4,4.919401149796897E-5,4.263178011747417E-5,0.13877002368186242,1.2279618973843871E-4,7.85163502463846E-5,1.8268581992079114E-5,1.3756813440046141E-5,1.6760451490897396E-4,1.6594370407175678E-4,3.9210678781864835E-4,5.568473237639991E-5,6.979774444738962E-5,2.941805127323292E-5,6.54686424939811E-4,4.0314770359467186E-4,2.6772369179545874E-4,1.7915136682975877E-4
4,1.572319931136291E-4,1.1614400027661942E-4,5.0600300187979126E-5,1.7284114765794313E-4,8.190275019420963E-4,3.9632659344026076E-5,1.3159120664149193E-5,6.412933239946546E-5,1.5317987126953696E-4,2.3307770833390338E-4,9.382946727124664E-5,5.158540692139202E-5,4.489403568666731E-5,5.68723408619064E-5,2.76058332620061E-4,1.358696315642332E-4,9.214409234150761E-6,7.509426385753204E-5,4.564385044429578E-5,2.1472560287485783E-5,8.827771316331315E-4,1.374295313251928E-4,1.7659168687702136E-4,1.7398318232493011E-4,3.7777706570548626E-5,2.4975321770043924E-4,3.0097126779613602E-5,1.9154999011923227E-4,8.149762614699184E-5,3.312411022626108E-5,1.7848970783508795E-4,3.9904690858193166E-5,1.2964988051412786E-4,1.8864634381417708E-5,6.127132448960266E-5,8.979276804394372E-5,3.50112263793197E-4,1.0458931328855582E-4,1.375553532099993E-4,4.2297164167791406E-5,2.9120923507557965E-5,2.315173577331489E-5,7.456188878654925E-5,3.62440232095116E-5,8.500759685914184E-5,0.05644170773170777,0.03510724627384536,0.0011647905109491274,0.5721423815922867,2.9501769998416974E-5,0.07065619960693431,1.1600706006294049E-4,3.5561147393953853E-4,0.007243058013984433,2.942102109491505E-5,2.1260711750935063E-4,3.903308654015866E-5,4.32396377312088E-5,6.150470150089309E-4,2.948904381131073E-5,2.7529239715436747E-5,1.1149263771221364E-4,1.2560355259277418E-4,4.947137444353827E-5,1.8696855488163102E-4,6.344984477569991E-5,1.9122358730558906E-4,0.03540866038368583,0.049054876815841364,1.0477852946702776E-4,1.9956283558536267E-4,1.582187877054136E-5,0.15897119894646997,1.582652253635886E-4,7.043400445838392E-5,8.235900619038004E-5,6.430512054657958E-4,2.2959866848370626E-6,4.293199940084281E-4,6.184714076732109E-5,1.5720997939787474E-4,3.2552989211660977E-4,3.124894873695367E-4,4.713467660739304E-5,4.0847150046252994E-5,3.9950056838151347E-4,1.176557575952176E-4,7.522953840446486E-5,1.750383182936492E-5,1.3180932656235686E-5,1.605883392636039E-4,1.5899705245176266E-4,3.756926112878335E-4,5.3353686203029026E-5,6.687590648282465E-5,2.818656765246291E-5,6.272802721132493E-4,3.8627133781786693E-4,2.5651637767815105E-4,1.7165182269475524E-4
5,8.185104020272464E-5,6.0461659536915204E-5,2.6341249785996687E-5,8.997677537173614E-5,4.2636521779732304E-4,2.063177047539173E-5,6.850308853716469E-6,3.338412533261683E-5,7.974160699260544E-5,1.2133442117858376E-4,4.8845272172240424E-5,2.6854071694844984E-5,2.337071131061964E-5,2.9606317175835974E-5,1.43709058405513E-4,7.073032946581307E-5,4.796790816763203E-6,3.909219420474342E-5,2.3761046106076254E-5,1.1178077441760041E-5,0.004091559477396174,7.154237423811493E-5,9.192921221568568E-5,9.057129003500129E-5,1.9666128489753774E-5,1.3001527397789184E-4,1.5667810890397693E-5,9.971613048719758E-5,4.2425624340736216E-5,1.7243582709339603E-5,9.291727442025271E-5,2.0773383272899216E-5,6.749248274536096E-5,9.820456489712197E-6,3.1896317948779705E-5,4.674386759040384E-5,1.8225968145359515E-4,5.4446578697060913E-5,7.160787396210708E-5,2.2018844995860082E-5,1.515962390068427E-5,1.2052214171036892E-5,3.8815053067783776E-5,1.8867731319072548E-5,4.425282724124866E-5,3.2607796277515596E-4,1.1591470917278124E-4,6.063607860681954E-4,1.8364078211470394E-5,1.535788305149106E-5,0.08762995820957468,6.039037188919644E-5,0.025609177018561965,1.3854691516219608E-4,1.5315847193419318E-5,1.106779439605973E-4,2.031964788060693E-5,2.2509473143488616E-5,3.20178081795861E-4,1.5351258117011552E-5,1.4331033157292833E-5,5.8040276606397455E-5,6.538606570640137E-5,2.575355929970144E-5,9.733114997277977E-5,3.3030401082807856E-5,9.954621335206029E-5,2.7282335056099473E-4,1.1268647343333184E-4,5.4545079903618275E-5,1.0388741728067146E-4,8.236474076839523E-6,0.024644302460255566,8.238891505093743E-5,3.666617980474066E-5,4.287403723155443E-5,0.8502245810926751,1.1952332011062508E-6,2.2349324328682914E-4,3.21960734906614E-5,8.18395804132916E-5,1.6946271403918E-4,1.6267420572051288E-4,2.45371328921972E-5,2.1264003937076405E-5,2.0796999666585134E-4,6.124864255869703E-5,3.916261474804468E-5,9.11205674109648E-6,6.861663630857039E-6,8.359827000128932E-5,8.276988591589547E-5,1.955761701002157E-4,2.777459363001067E-5,3.481392305549074E-5,1.4673221628827505E-5,3.2654640925407875E-4,2.0108319035326073E-4,1.335360057848918E-4,8.935764256391347E-5
6,0.07202873123331298,7.04392614673511E-5,3.0688178182072004E-5,1.0482506856314788E-4,4.967255494975789E-4,2.403649992708488E-5,7.980771619152015E-6,3.889329454688988E-5,9.29008556463693E-5,1.4135746659698823E-4,5.690589580796536E-5,3.1285627818754506E-5,2.7227430694018754E-5,3.4492058812258646E-5,1.674244474561975E-4,8.240250448091635E-5,5.588374601922329E-6,4.554332960773509E-5,2.768217995044937E-5,1.3022724246291952E-5,0.08516288601778381,8.334855582117842E-5,1.0709970360298634E-4,1.0551769218831217E-4,2.291150420531388E-5,1.5147086515027654E-4,1.8253369761640556E-5,1.1617164731662238E-4,4.942685445192141E-5,2.0089181150502005E-5,1.082508194093762E-4,2.42014821810811E-5,7.863033657351911E-5,1.1441063770094388E-5,3.715996380264901E-5,5.445770983486449E-5,2.1233683387448957E-4,6.3431550212468E-5,8.34248645467354E-5,2.565247450618681E-5,1.7661319915227155E-5,1.4041114183044401E-5,4.522045363709224E-5,2.1981352643296775E-5,5.155558898962486E-5,3.7988852860773245E-4,1.350433740964114E-4,0.1699614195513344,2.139458487663348E-5,1.789229650880623E-5,5.3797418933426E-4,7.035620967394162E-5,0.12292554331873641,1.6141042864770095E-4,1.784332374126398E-5,1.2894241893161086E-4,2.3672869731812265E-5,2.622406788683075E-5,0.021529889392073755,1.7884578303656383E-5,1.6695992127829244E-5,6.761829316013513E-5,7.617631096947547E-5,3.0003504884264974E-5,1.1339308868398937E-4,3.848119744088133E-5,1.1597368984073783E-4,3.178456475021391E-4,1.3128240320889404E-4,6.354630644470982E-5,1.2103129495698231E-4,9.595686845369034E-6,0.39684080840204367,9.598503206384955E-5,4.2716965529173583E-5,4.9949266061255254E-5,3.899990691798043E-4,1.3924749107453583E-6,2.603749073486062E-4,3.750918608917922E-5,9.534504423568577E-5,1.9742806457180773E-4,0.12289939060417723,2.858633938748157E-5,2.477306684332747E-5,2.4228995837545373E-4,7.135611527629776E-5,4.5625371204017155E-5,1.061576133052635E-5,7.994000202721075E-6,9.739395914602235E-5,9.642887212007291E-5,2.278508576838032E-4,3.235805761598789E-5,4.0559042665918056E-5,1.709464977967268E-5,3.804342798204023E-4,2.3426666635464189E-4,1.555726008652592E-4,1.0410376421809248E-4
7,7.682830232594609E-5,0.06823938970001495,2.472483547172379E-5,8.445540683969674E-5,4.002015829373684E-4,1.9365714787216106E-5,6.429943936398682E-6,3.1335529366384065E-5,7.484831316512373E-5,1.138888103286634E-4,4.584791260254612E-5,2.52061883849523E-5,2.193658223154657E-5,2.7789544043781865E-5,1.348904419395304E-4,6.639000704639022E-5,4.502438749120963E-6,3.669332616308825E-5,2.2302964376469866E-5,1.0492141712449381E-5,4.313515780883579E-4,6.715222119924757E-5,8.628803361814394E-5,8.501343948257356E-5,1.845932881793003E-5,1.22036968026604E-4,1.470636547674754E-5,9.359711252134931E-5,3.9822202444149246E-5,1.6185441043808505E-5,8.721546400365039E-5,1.949863760399621E-5,6.335084876437139E-5,9.21783032080871E-6,2.9939020351897426E-5,4.3875459398254466E-5,0.017216734988218997,5.1105498456597096E-5,6.721370157365297E-5,2.066767234747704E-5,1.4229363063740749E-5,1.1312637588186094E-5,3.643319161862118E-5,1.7709924790157694E-5,4.153728018175316E-5,0.00371520030420041,1.0880167555957472E-4,0.05511526242167788,1.7237178040422772E-5,1.4415456165787391E-5,4.3343476567449593E-4,0.06823932278688913,1.737625103477362E-4,1.3004507038695003E-4,1.4375999811848972E-5,1.0388626116856404E-4,0.30343181287954124,2.1128193405758827E-5,0.06166490496325907,1.440923776626772E-5,1.3451618272958743E-5,5.4478671341911725E-5,6.137369068925233E-5,2.417320824446626E-5,9.135848484417677E-5,3.100351118387797E-5,9.343762224491112E-5,2.5608171632961045E-4,0.0035149034501062845,5.119795519823553E-5,9.751243091026051E-5,7.731047997777066E-6,0.2719986498052601,7.733317082058789E-5,3.441618261904926E-5,4.02430987584454E-5,3.1421424766196504E-4,1.1218884634473174E-6,2.0977872022786043E-4,3.0220381582475875E-5,7.681754575932245E-5,0.06493257006137818,1.526918048539679E-4,2.3031427082473292E-5,1.9959151638043966E-5,0.007013471871163703,5.749015792467282E-5,3.675942539380429E-5,8.552901079598397E-6,6.440601934743466E-6,7.846831446097281E-5,7.769076364674966E-5,1.8357476077267802E-4,0.06479957654383912,3.26775884464622E-5,1.3772808563007665E-5,3.065080931346472E-4,0.003597875757792599,1.2534165232880496E-4,8.38742667293023E-5
8,2.2065380690764577E-5,1.6299237389936323E-5,7.101066803292623E-6,2.4255914121402696E-5,1.1493941702753726E-4,5.561906956056513E-6,1.8467043587008365E-6,8.999683237597597E-6,2.149672027169427E-5,3.270929957112381E-5,1.3167694909619693E-5,7.2393131910877725E-6,6.300269865912027E-6,7.981262763653879E-6,3.874104806212848E-5,1.9067462578128802E-5,1.2931175364869747E-6,0.5913963933007229,6.405496211689307E-6,3.013383013000154E-6,0.0011030014678377546,1.9286373382370356E-5,2.4782251503673218E-5,2.4416183219250404E-5,5.301589457692233E-6,3.504948145840111E-5,4.223724109446616E-6,0.01667184755975539,1.1437088029707785E-5,4.648520238861894E-6,2.5048613038431113E-5,5.600082894687806E-6,1.8194604758262747E-5,2.6473959337095386E-6,8.59860053617331E-6,1.2601198845932557E-5,4.9133514319310874E-5,1.4677693567299714E-5,1.9304030779777243E-5,5.935834120143733E-6,4.086727201864894E-6,3.2490325497623207E-6,1.046375122847087E-5,5.086357770106127E-6,1.1929664880279492E-5,0.0255449110029967,3.12482551134584E-5,0.04128632002795675,4.950583105205066E-6,4.140173848689964E-6,0.00404094672835237,1.6280019685658312E-5,0.037256300094775055,3.734943891993636E-5,4.1288418337428265E-6,2.9836529401618938E-5,5.477765033619629E-6,6.0680975199516665E-6,8.631351838860637E-5,4.138387900692483E-6,3.863355939331239E-6,1.564648165185818E-5,1.7626757437776166E-5,6.942637365177632E-6,2.6238504384307082E-5,8.904326352550578E-6,2.6835640555050205E-5,7.354764309101446E-5,3.0377988219182423E-5,1.4704247495213212E-5,2.8005941104729225E-5,2.220386394662191E-6,0.20736231322394033,2.2210380842997308E-5,9.884458570884418E-6,1.1557971052306449E-5,0.014776978332807871,3.2221063448101047E-7,0.02062167797427576,8.67940855192246E-6,2.2062291363911188E-5,4.5683711396989795E-5,4.385366720936778E-5,6.614713472000442E-6,5.732344277109005E-6,5.606449395540234E-5,1.651139205443143E-5,1.0557446809730244E-5,2.4564257261748105E-6,1.849765376369579E-6,2.2536398414718855E-5,2.231308286299081E-5,0.015718573828912317,0.01861068488763515,9.385127710726615E-6,3.955603012474141E-6,8.803029033653754E-5,0.003970670565442161,3.599859936135173E-5,2.4089008470980745E-5
9,1.5723199311362912E-4,0.069885303154298,5.060030018797914E-5,1.7284114765794316E-4,8.190275019420965E-4,3.963265934402608E-5,0.006990075036066288,6.412933239946546E-5,1.53179871269537E-4,2.3307770833390343E-4,9.382946727124665E-5,5.158540692139203E-5,4.489403568666732E-5,5.6872340861906416E-5,2.7605833262006103E-4,0.03502044920857492,9.214409234150763E-6,7.509426385753205E-5,4.5643850444295786E-5,2.1472560287485787E-5,0.014836608962437407,1.3742953132519283E-4,1.765916868770214E-4,1.7398318232493014E-4,3.777770657054863E-5,0.021180500963906855,3.0097126779613605E-5,1.9154999011923232E-4,8.149762614699185E-5,3.3124110226261085E-5,1.7848970783508798E-4,3.990469085819317E-5,1.2964988051412788E-4,1.886463438141771E-5,6.127132448960267E-5,8.979276804394375E-5,3.5011226379319706E-4,1.0458931328855585E-4,1.3755535320999931E-4,4.229716416779142E-5,2.912092350755797E-5,2.3151735773314897E-5,7.456188878654926E-5,3.6244023209511604E-5,8.500759685914186E-5,0.06341862364710991,2.2266669683467717E-4,0.0011647905109491276,3.527652931144965E-5,2.9501769998416977E-5,0.0636792836915322,1.1600706006294052E-4,3.556114739395386E-4,2.6614209858229546E-4,2.9421021094915055E-5,0.021143354863715765,3.903308654015867E-5,4.3239637731208815E-5,0.028522710676617484,2.9489043811310735E-5,2.752923971543675E-5,1.1149263771221365E-4,1.256035525927742E-4,4.947137444353828E-5,1.8696855488163104E-4,6.344984477569992E-5,1.9122358730558909E-4,5.240808066751437E-4,2.1646540802640885E-4,1.0477852946702778E-4,1.995628355853627E-4,0.01396965370957482,0.09617895570785075,1.5826522536358865E-4,7.043400445838394E-5,8.235900619038005E-5,6.430512054657959E-4,2.295986684837063E-6,4.293199940084282E-4,6.18471407673211E-5,1.5720997939787476E-4,3.255298921166099E-4,3.1248948736953676E-4,4.7134676607393044E-5,4.0847150046253E-5,3.995005683815135E-4,1.1765575759521762E-4,7.522953840446487E-5,1.7503831829364922E-5,1.3180932656235688E-5,1.6058833926360392E-4,1.5899705245176268E-4,3.7569261128783356E-4,5.335368620302903E-5,6.687590648282465E-5,2.818656765246292E-5,6.272802721132494E-4,0.5515626286545867,2.565163776781511E-4,1.7165182269475527E-4
