,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
0,0.001112429007626752,3.510316062441469E-4,5.314981111682175E-4,0.0010983631459757534,4.74741878155708E-4,0.40836867871498744,0.11394476168372013,0.12313213431967,0.3395781888788255,0.011408172653626356
1,0.013200011524169279,8.892610403177684E-5,0.01822012639520654,2.7824604293830065E-4,1.2026536897008985E-4,0.0026892077040266394,4.45343764889731E-4,0.9458015227240079,0.018849982249135585,3.063681226242874E-4
2,0.0010794031602618084,3.4061016256674515E-4,5.157189689723077E-4,0.0010657548866067697,4.6064771781089114E-4,4.0435013941126475E-4,0.9616193809381952,7.243837127001563E-4,0.03261628052989997,0.0011734697835748867
3,6.091820574241999E-4,1.9222993525577002E-4,2.9105597809722607E-4,6.01479390124756E-4,0.011429992178549682,2.282028244076763E-4,0.25787307619493594,4.0881996339553906E-4,0.1412778129579099,0.5870881485198993
4,0.0015796279284810404,4.984581714439279E-4,7.547171590997688E-4,0.0015596546737836742,6.741243930290564E-4,0.6812504151986537,0.060424686959096446,0.0010600828176567636,0.17807044743434047,0.0741277852644152
5,0.6141596595599661,5.546896683678659E-4,8.398574537957619E-4,0.0017356006648729945,7.501729481628929E-4,6.584913469532304E-4,0.0027778973108740813,0.001179671676090979,0.3754329430929937,0.00191101627792246
6,8.792732102223394E-4,2.774583233587847E-4,4.201005612313107E-4,8.681554352959179E-4,3.7523995901858913E-4,3.2938040041290844E-4,0.11424654295288546,5.90077198165842E-4,0.32483395925973535,0.5571798126996735
7,6.989681449315967E-4,2.205623090971703E-4,0.8462125566706804,0.01350647266028891,0.006706463929344591,2.618371682167144E-4,0.08441080660642757,4.690750949458802E-4,0.0018961777542534975,0.04561707966181381
8,0.23495246649330911,5.731636945157439E-4,8.678290376321194E-4,0.0017934051164314355,7.751575755142015E-4,6.80422504238997E-4,0.7522364341861486,0.001218960825741343,0.004927497592563263,0.0019746629739051703
9,5.769588570076781E-4,1.820617701656936E-4,2.7566032584458124E-4,0.5930031410543191,2.462238304795251E-4,2.1613184290569752E-4,9.11769103694296E-4,0.07444137976367705,0.033302695714857514,0.29684397773704885
10,0.18129895968105184,6.774700264100474E-5,0.059151793632390065,2.1197752460913157E-4,9.162234596858776E-5,8.042481691137921E-5,0.1440257080577749,1.4407915761404129E-4,0.3233848120255581,0.29154287575548105
